,LotFrontage,LotArea,OverallQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YearBuilt_age,YearRemodAdd_age,GarageYrBlt_age,MSZoning_indexed,Street_indexed,Alley_indexed,LotShape_indexed,LandContour_indexed,Utilities_indexed,LotConfig_indexed,LandSlope_indexed,Neighborhood_indexed,Condition1_indexed,Condition2_indexed,BldgType_indexed,HouseStyle_indexed,RoofStyle_indexed,RoofMatl_indexed,Exterior1st_indexed,Exterior2nd_indexed,MasVnrType_indexed,ExterQual_indexed,ExterCond_indexed,Foundation_indexed,BsmtQual_indexed,BsmtCond_indexed,BsmtExposure_indexed,BsmtFinType1_indexed,BsmtFinType2_indexed,Heating_indexed,HeatingQC_indexed,CentralAir_indexed,Electrical_indexed,KitchenQual_indexed,Functional_indexed,FireplaceQu_indexed,GarageType_indexed,GarageFinish_indexed,GarageQual_indexed,GarageCond_indexed,PavedDrive_indexed,PoolQC_indexed,Fence_indexed,MiscFeature_indexed,SaleType_indexed,SaleCondition_indexed
10,70.0,0.06504949939775345,-0.7989720596042181,-0.5641975923377324,1.0542648460486481,-0.9781399814795095,-0.03331174061921198,-0.3153858301158419,-0.7876093709965161,-0.9103864750832706,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,384,-0.763616314526979,-0.7054199286333475,58,58,58.0,3,1,1,3,3,0,4,0,19,2,2,0,2,3,0,5,5,3,3,4,1,4,4,4,5,6,0,0,1,4,3,6,3,5,3,5,5,2,3,4,1,8,4
11,85.0,0.13474885439588757,2.097804968593652,1.0092161121095604,1.2639030042302026,-0.8805572459609439,0.2860964729847813,0.06253347024375212,1.835604731380041,1.5893132577641358,1.116060099098528,2.6077487997009743,-0.7635113006026525,1.4007388916387609,-0.2066682950843949,2.8004094634419645,2.1703724087095564,3,736,0.4229198435363724,-0.38443346482470997,18,17,18.0,3,1,1,0,3,0,4,0,16,2,2,0,5,3,0,13,14,4,0,4,2,0,4,4,2,6,0,0,1,4,0,6,2,3,0,5,5,2,3,4,1,6,5
12,-1.0,0.23525455414457824,-0.7989720596042181,-0.5641975923377324,0.6691686641716621,-0.8850959778455283,-0.3361580468511463,-0.6560454811442084,-0.7876093709965161,-1.1595777257098034,1.116060099098528,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-1.5492571917067903,-0.9471391287294983,1,352,0.36641812172383187,-0.7054199286333475,61,61,61.0,3,1,1,1,3,0,4,0,19,2,2,0,2,3,0,5,9,3,3,4,1,4,4,4,0,6,0,4,1,4,3,6,3,5,3,5,5,2,3,4,1,8,4
13,91.0,0.012293634012425407,0.6494164544947169,1.11924504249049,-1.0102152769131827,2.108197700037916,1.0408462517971802,0.8928913696253954,-0.7876093709965161,-0.02653625801728739,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,3,840,0.5278516126168048,-0.2010126283626314,17,16,17.0,3,1,1,0,3,0,4,0,5,2,2,0,2,1,0,11,12,4,2,4,2,2,4,0,6,6,0,0,1,4,2,6,2,1,2,5,5,2,3,4,1,6,5
14,-1.0,0.038093947741016494,-0.07477780255475064,0.602109069700121,0.6600539616420292,-0.1021647277547108,0.4706434408448663,0.25149312042354915,-0.7876093709965161,-0.49571665958755606,1.116060099098528,-1.012048045749441,1.2349517502471177,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,0.6116166399900289,1,352,-0.763616314526979,2.5502999185685473,63,63,63.0,3,1,1,0,3,0,0,0,12,2,2,0,2,3,0,7,7,1,3,4,1,4,4,4,1,6,0,4,1,4,3,6,1,1,2,5,5,2,3,1,1,8,4
15,51.0,-0.4240012235173313,0.6494164544947169,-0.5641975923377324,-1.0102152769131827,0.6058774462404632,-0.5254369882461053,-0.8104068855164369,-0.7876093709965161,-1.272492511149951,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,2,576,-0.37617593638384383,1.0065078783460526,94,22,32.0,4,1,1,3,3,0,0,0,3,2,2,0,1,1,0,12,13,3,3,4,0,4,4,4,6,6,0,0,1,0,3,6,3,5,3,5,5,2,3,0,1,8,4
16,-1.0,0.0689965623189185,-0.07477780255475064,0.42606278109063367,0.30685923861875797,-0.3154851263301799,-0.11848726424694352,-0.41119635696756995,-0.7876093709965161,-0.980471514321983,1.116060099098528,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,0.6116166399900289,2,480,-0.763616314526979,-0.7054199286333475,53,53,53.0,3,1,1,0,3,0,1,0,12,2,2,0,2,1,0,12,13,1,3,4,1,4,4,4,0,6,0,0,1,4,3,6,5,1,0,5,5,2,3,4,3,8,4
17,72.0,0.025675140013448398,-1.5231663166536855,-0.5641975923377324,-1.0102152769131827,-1.2822350177466677,-2.493937978753679,0.365933471940891,-0.7876093709965161,-0.4120039738302052,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,-1.050310815898696,4.3581629945867055,-0.30649529023571753,-0.9471391287294983,2,516,-0.763616314526979,-0.7054199286333475,56,56,56.0,3,1,1,3,3,0,4,0,19,2,2,2,2,1,0,7,7,3,3,4,3,3,2,3,4,4,0,4,1,4,3,6,3,4,3,5,5,2,3,4,3,8,4
18,66.0,0.30524271862474883,-0.7989720596042181,-0.5641975923377324,0.46180918162251566,-0.2201717567539065,0.14177128017112509,-0.11844196936506755,-0.7876093709965161,-0.7663227833148064,1.116060099098528,-1.012048045749441,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,2,576,-0.763616314526979,0.8536571812943204,19,19,19.0,3,1,1,3,3,0,4,0,20,5,2,0,2,1,0,11,12,3,3,4,2,4,4,4,2,6,0,0,1,4,2,6,3,5,3,5,5,2,3,4,1,8,4
19,70.0,-0.285372672139827,-0.7989720596042181,-0.5641975923377324,0.13823724182055103,-0.09081789804324968,-0.059337595061018836,0.4803738234582329,-0.7876093709965161,-0.32829128807285435,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,1,294,-0.763616314526979,-0.7054199286333475,65,58,65.0,3,1,1,3,3,0,4,0,12,2,2,0,2,3,0,3,9,3,3,4,1,4,4,4,3,6,0,4,1,4,3,2,3,1,3,5,5,2,3,2,1,0,0
20,101.0,0.3553030288444032,1.3736107115441842,1.5263520848999295,-1.0102152769131827,1.3456907434277285,0.2458746979383525,-0.0013402143240665858,2.0101794001896893,1.6905472033311646,-0.8114017181374757,2.6077487997009743,1.2349517502471177,1.4007388916387609,-0.2066682950843949,1.5576475619708916,0.6116166399900289,3,853,1.1735855761886966,1.6484808059633278,18,17,18.0,3,1,1,0,3,0,0,0,16,2,2,0,5,1,0,11,12,1,2,4,2,0,4,0,6,6,0,0,1,4,2,6,2,3,2,5,5,2,3,4,1,6,5
21,57.0,-0.29605862297517627,0.6494164544947169,-0.5641975923377324,-1.0102152769131827,0.16335108749347949,-0.9868044078963178,-0.13441039050702222,-0.7876093709965161,-0.7780036231879252,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,1,280,-0.763616314526979,-0.7054199286333475,93,73,93.0,4,1,0,3,0,0,4,0,9,2,2,0,1,1,0,12,13,3,3,4,2,4,4,4,6,6,0,0,1,1,2,6,2,1,3,5,5,0,3,0,1,8,4
22,75.0,-0.0753119088719697,1.3736107115441842,0.9817088795143281,-1.0102152769131827,2.7504282617066154,1.7104205069818477,1.6939738302467884,-0.7876093709965161,0.5594525422841685,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,2,534,0.61664003260794,1.7249061544891937,21,21,21.0,3,1,1,3,3,0,4,0,5,2,2,0,2,3,0,11,12,1,2,4,2,2,4,4,6,6,0,0,1,4,2,6,2,1,2,5,5,2,3,4,1,8,4
23,44.0,-0.6065288161643787,-0.7989720596042181,-0.5641975923377324,0.9038722543097069,-0.8283618292882227,-0.03331174061921198,-0.26215775964265964,-0.7876093709965161,-0.8714503421728749,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,572,0.04355113993788589,0.9759377389357062,47,47,47.0,4,1,1,3,3,0,4,0,10,2,2,4,2,1,0,4,4,3,3,4,2,2,4,4,2,6,0,4,1,4,3,6,5,1,3,5,5,2,3,4,1,8,4
24,-1.0,-0.21933157058082145,-0.7989720596042181,-0.5641975923377324,-0.5818242580204408,-0.8192843655190538,0.014007994729527767,-0.26215775964265964,-0.7876093709965161,-0.8714503421728749,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,1,270,2.5134835506003728,0.6702363448322419,55,22,55.0,3,1,1,0,3,0,4,0,19,2,2,0,2,1,0,8,9,3,3,2,1,4,4,2,5,0,0,0,1,4,2,6,5,1,3,5,5,2,3,2,1,8,4
25,110.0,0.3567470762545855,1.3736107115441842,2.9567281798520133,-1.0102152769131827,2.2715920478829563,1.2111972990526432,1.1750001431332613,-0.7876093709965161,0.17982524640781003,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,3,890,-0.763616314526979,0.15054397485635257,16,16,16.0,3,1,1,3,3,0,0,0,16,2,2,0,2,1,0,11,12,4,2,4,2,2,4,4,6,6,0,0,1,4,2,6,2,1,2,5,5,2,3,4,1,8,4
26,60.0,-0.32002980998420305,-0.7989720596042181,-0.5641975923377324,-0.4770051789296635,-0.8737491481340671,-0.3645498880603902,-0.6879823234281177,-0.7876093709965161,-1.182939405456041,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,2,576,1.028295434385021,-0.2162976980678046,72,23,18.0,3,1,1,3,3,0,0,0,12,2,2,0,2,1,0,12,13,3,3,4,1,4,4,2,1,5,0,4,1,4,2,6,3,5,3,5,5,2,3,4,1,8,4
27,98.0,0.09181251139979943,1.3736107115441842,0.5360917114715632,1.7652116433600071,-0.17932316979264643,1.5377034729589476,1.4517861095938092,-0.7876093709965161,0.3822931375418679,1.116060099098528,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.31488566049981886,0.6116166399900289,3,772,-0.763616314526979,0.05883355662531327,16,15,15.0,3,1,1,3,3,0,4,0,16,2,2,0,2,1,0,11,12,4,2,4,2,0,4,4,2,6,0,0,1,4,2,6,2,1,2,5,5,2,3,4,1,8,4
28,47.0,0.5580472852340033,-0.7989720596042181,-0.5641975923377324,1.899653505672091,-0.8124762676921771,1.0171863841228104,1.1750001431332613,-0.7876093709965161,0.17982524640781003,1.116060099098528,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,2.1703724087095564,1,319,1.5610259543318319,3.238128055301342,66,26,66.0,3,1,1,0,3,0,1,0,12,2,2,0,2,1,0,7,7,3,3,4,1,4,4,1,1,6,0,4,1,4,3,6,2,1,2,5,5,2,3,4,1,8,4
29,60.0,-0.40436217873885155,-1.5231663166536855,-0.5641975923377324,-1.0102152769131827,-0.1021647277547108,-1.2636248596864452,-1.6993156624185806,-0.7876093709965161,-1.9227259307535598,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,-2.2758356696674245,-0.2066682950843949,-1.5492571917067903,-0.9471391287294983,1,240,-0.3681042618391952,-0.7054199286333475,96,73,103.0,4,1,1,0,3,0,4,0,3,1,7,0,2,1,0,7,7,3,3,4,0,4,4,4,6,6,0,1,0,4,1,6,3,5,3,1,5,2,3,4,1,8,4
30,50.0,-0.1948790344350672,-1.5231663166536855,-0.5641975923377324,-1.0102152769131827,0.19058347880098617,-0.958412566687074,-1.355994607866555,0.7468100864356557,-0.37112103427428966,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,1,250,-0.763616314526979,0.11997383544600614,103,73,103.0,0,1,2,3,3,0,4,0,9,1,2,0,5,2,0,3,3,3,3,1,0,4,4,4,6,6,0,4,0,4,3,6,3,5,3,5,1,0,3,2,1,8,4
31,-1.0,-0.19064316203186568,-0.7989720596042181,-0.5641975923377324,-1.0102152769131827,1.5045463593881843,0.41149377165894163,0.1849580323320713,-0.7876093709965161,-0.5443868257255507,-0.8114017181374757,-1.012048045749441,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,1,271,-0.763616314526979,0.2881096022029115,57,17,57.0,3,1,1,0,3,0,1,0,19,2,2,0,2,1,0,5,5,3,3,4,1,4,4,4,6,6,0,2,1,4,2,6,3,1,3,5,5,2,3,2,1,8,4
32,85.0,0.050512755468584594,1.3736107115441842,-0.5641975923377324,-1.0102152769131827,1.5181625550419375,0.4256896922635635,0.200926453474026,-0.7876093709965161,-0.532705985852432,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,0.31488566049981886,-0.9471391287294983,2,484,-0.763616314526979,-0.24686783747815105,16,16,16.0,3,1,1,3,3,0,0,0,5,2,2,0,2,1,0,11,12,3,2,4,2,0,4,0,6,6,0,0,1,4,2,6,3,1,2,5,5,2,3,4,1,8,4
33,70.0,0.002666651277876495,-0.7989720596042181,-0.5641975923377324,1.3094765168783666,-0.41987595967562225,0.8137115221232294,1.4411404954991727,-0.7876093709965161,0.37450591095978875,-0.8114017181374757,-1.012048045749441,1.2349517502471177,1.4007388916387609,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,447,-0.763616314526979,-0.12458727983676532,64,64,64.0,3,1,1,0,3,0,4,0,12,2,2,0,2,3,0,3,3,3,3,4,1,4,4,4,5,6,0,2,1,4,2,6,2,1,2,5,5,2,3,4,1,8,4
34,60.0,-0.3091513194941628,2.097804968593652,0.7891582513477013,1.617097727253474,-0.35633371329144,1.1993673652154584,1.071205405710556,-0.7876093709965161,0.10389978723253833,1.116060099098528,0.7978503769757667,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,556,0.8749336180366967,0.01297834750979362,18,18,18.0,3,1,1,3,3,0,4,0,16,2,2,4,2,3,0,7,7,1,0,4,2,0,4,4,2,6,0,0,1,4,0,6,2,1,0,5,5,2,3,4,1,8,4
35,108.0,0.27857597645004833,1.3736107115441842,0.16199334817640273,-1.0102152769131827,1.2526467397937473,0.14886924047343603,-0.07053670593920353,2.2444769820131647,1.8385045083906686,-0.8114017181374757,2.6077487997009743,1.2349517502471177,1.4007388916387609,-0.2066682950843949,1.5576475619708916,0.6116166399900289,3,691,0.14848290901831832,-0.2162976980678046,19,18,19.0,3,1,1,3,3,0,4,0,16,2,2,0,5,1,0,11,12,4,2,4,2,0,4,0,6,6,0,0,1,4,2,6,2,3,0,5,5,2,3,4,1,8,4
36,112.0,0.032221488272941655,-0.7989720596042181,-0.5641975923377324,-1.0102152769131827,1.2072594209479028,0.1015495051246963,-0.1636858292672725,-0.7876093709965161,-0.7994184962886428,-0.8114017181374757,-1.012048045749441,1.2349517502471177,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,2,672,2.4004801069752917,0.2728245324977383,29,28,28.0,3,1,1,3,3,0,0,0,5,2,2,0,2,1,0,11,12,3,3,4,2,2,4,4,6,6,0,0,1,4,3,6,3,1,3,5,5,2,3,4,1,8,4
37,74.0,-0.19179839996001155,-0.7989720596042181,3.011742645042478,1.7538182651979661,-1.0916082785941208,0.5747468586120937,0.3685948754645501,-0.7876093709965161,-0.41005716718468543,-0.8114017181374757,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,0.6116166399900289,2,498,-0.763616314526979,-0.7054199286333475,69,33,69.0,3,1,1,3,3,0,4,0,12,2,2,0,2,3,0,12,13,1,3,4,1,4,4,4,5,6,0,2,1,4,3,6,5,1,0,5,5,2,3,4,1,8,4
38,68.0,-0.2505229946407599,-0.7989720596042181,-0.5641975923377324,0.6554966103772129,-0.5424217205594024,0.006910034427216805,-0.270141970213637,-0.7876093709965161,-0.8772907621094342,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,246,-0.763616314526979,0.0894036960356597,70,16,70.0,3,1,1,3,3,0,4,0,12,2,2,0,2,1,0,11,12,3,3,2,1,4,4,4,2,6,0,4,1,4,2,6,3,5,3,5,5,2,3,4,1,8,0
39,65.0,-0.43170280970497044,-1.5231663166536855,-0.5641975923377324,-1.0102152769131827,-1.2822350177466677,-2.493937978753679,-0.017308635466021263,-0.7876093709965161,-0.6923441307850545,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,-1.050310815898696,4.3581629945867055,-0.30649529023571753,-0.9471391287294983,0,0,-0.763616314526979,-0.7054199286333475,68,68,2024.0,3,1,1,3,3,0,4,0,7,2,2,2,2,1,0,0,9,3,3,4,2,3,2,3,4,4,0,4,0,2,1,6,3,6,1,3,3,0,3,4,1,8,1
40,84.0,-0.17966840171447993,-0.07477780255475064,-0.008551493914038097,0.4549731547252911,-0.27236717342662764,0.0802556242177634,0.44045277060334614,-0.7876093709965161,-0.35749338775565115,-0.8114017181374757,0.7978503769757667,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,440,-0.763616314526979,1.4039196906805562,58,58,58.0,3,1,1,3,3,0,4,0,12,2,2,0,2,1,0,12,13,1,3,4,1,4,4,4,5,6,0,0,1,4,3,6,5,1,2,5,5,2,3,1,1,8,0
41,115.0,0.6142688644037689,-0.7989720596042181,-0.5641975923377324,1.1932640596255484,-0.41306786184874555,0.700144157286254,0.45109838469798264,-0.7876093709965161,-0.349706161173572,-0.8114017181374757,-1.012048045749441,1.2349517502471177,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,2.1703724087095564,1,308,-0.763616314526979,0.8842273207046669,64,64,64.0,3,1,1,3,3,0,4,0,23,2,2,0,2,1,0,11,12,3,3,2,1,4,4,1,1,6,0,2,1,4,3,6,2,1,2,5,5,1,3,4,1,8,4
42,-1.0,-0.1294155518401346,-0.7989720596042181,-0.5641975923377324,0.6919554204957441,-1.2822350177466677,-0.5065090941066094,-0.7305647798066636,-0.7876093709965161,-1.2140883117843575,1.116060099098528,-1.012048045749441,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,2,504,1.1735855761886966,-0.7054199286333475,40,40,40.0,3,1,1,0,3,0,1,0,20,2,2,0,6,1,0,5,5,3,3,4,1,2,4,0,0,3,0,2,1,4,2,6,3,1,2,5,2,2,3,2,1,8,4
43,-1.0,-0.1274901552932248,-0.7989720596042181,-0.5641975923377324,-0.37218609983888623,-0.9032509053838661,-0.2746423908977847,-0.5868489895290714,-0.7876093709965161,-1.108960752926289,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.9278762409712539,-0.9471391287294983,1,308,0.4067764944470751,-0.7054199286333475,48,43,46.0,3,1,1,0,3,0,1,0,5,2,2,0,2,3,0,11,12,3,3,4,1,2,4,0,3,1,0,4,1,4,3,6,3,5,3,5,5,2,3,2,1,8,4
44,70.0,-0.24830878861181366,-0.7989720596042181,-0.5641975923377324,-0.6023323387121147,-0.22697985458078315,0.22694680379885662,-0.02263144251333949,-0.7876093709965161,-0.6962377440760941,1.116060099098528,-1.012048045749441,-0.7635113006026525,0.1752140378700325,-0.2066682950843949,-0.30649529023571753,-0.9471391287294983,1,300,-0.763616314526979,-0.7054199286333475,64,64,64.0,3,1,1,3,3,0,4,0,12,2,2,0,2,1,0,3,13,3,3,4,1,4,4,4,0,1,0,0,1,0,3,6,3,1,2,5,5,2,3,4,1,8,4
45,61.0,-0.27593822905996906,2.097804968593652,1.7023983735094166,0.02886081146495732,1.6588632434640556,1.6512708377959229,1.5795334787294464,-0.7876093709965161,0.47573985652681766,1.116060099098528,0.7978503769757667,-0.7635113006026525,-1.050310815898696,-0.2066682950843949,-0.30649529023571753,0.6116166399900289,2,576,0.8184318962241561,0.5479557871908561,18,18,18.0,3,1,1,3,3,0,4,0,16,2,2,4,2,3,0,7,7,1,0,4,2,0,4,4,2,6,0,0,1,4,0,6,2,1,2,5,5,2,3,4,1,8,4
